Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Sonic the Hedgehog 3,2024,Jeff Fowler,"['Ben Schwartz', 'Jim Carrey', 'Keanu Reeves', 'Idris Elba', ""Colleen O'Shaughnessey"", 'Krysten Ritter', 'James Marsden', 'Tika Sumpter', 'Alyla Browne', 'Lee Majdoub', 'Natasha Rothwell', 'Shemar Moore', 'Adam Pally', 'Tom Butler', 'James Wolk', 'Jorma Taccone', 'Cristo Fernández', 'Sofia Pernas', 'Brett Tutor', 'Richard Sutton', 'Will Austin', 'Bola Okun', 'Reggie Banigo', 'Barry Calvert', 'Brendan Murphy', 'Toru Nakahara']",3.53,nan,"['Comedy', 'Science Fiction', 'Action', 'Family']",110,"['Japan', 'USA']",English,"['English', 'French', 'Japanese', 'Luxembourgish, Letzeburgesch', 'Malagasy', 'Malayalam']","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","['Paramount Pictures', 'Original Film', 'Marza Animation Planet', 'SEGA', 'Blur Studio', 'SEGA of America']",221371,47595,93359,2800,968,2047,2293,7851,11425,33589,39465,51341,17479,33853,200311,https://letterboxd.com/film/sonic-the-hedgehog-3/,https://letterboxd.com/films/ajax/popular/this/year/
Challengers,2024,Luca Guadagnino,"['Zendaya', 'Mike Faist', ""Josh O'Connor"", 'Darnell Appling', 'Bryan Doo', 'Shane T Harris', 'Nada Despotovich', 'Joan Mcshane', 'Chris Fowler', 'Mary Joe Fernández', 'A.J. Lister', 'Connor Aulson', 'Doria Bramante', 'Christine Dye', 'James Sylva', 'Kenneth A. Osherow', 'Kevin Collins', 'Burgess Byrd', 'Jason Tong', 'Hudson Rivera', 'Noah Eisenberg', 'Emma Davis', 'Naheem Garcia', 'Alex Bancila', 'Jake Jensen', 'Konrad Ryba', 'Hailey Gates', 'Andrew Rogers', 'Beverly Kristenson Helton', 'Brad Gilbert', 'Sam Xu', 'Caleb Schneider', 'Sam Arnold', 'David S. Bookbinder', 'Jack Amsler', 'Lachlan Boyle', 'Courtney Brooks', 'Dennis Daniel', 'Tierre Diaz', 'Elaine Victoria Grey', 'Jason Hewitt', 'Ian Dylan Hunt', 'Kagga Jayson', 'Lizzy Kircher', 'Bobby Leigh', 'Casey McNeal', 'Patricia Pinto', 'Rhonda Araujo Smith', 'Juan Szilagyi', 'Annabella Valle']",3.92,nan,"['Drama', 'Romance']",132,"['Italy', 'USA']",English,"['English', 'Romanian']","Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Major champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.","['Pascal Pictures', 'Why Are You Acting? Productions', 'Frenesy Film', 'Metro-Goldwyn-Mayer']",1957807,317097,717905,27000,6339,14305,11022,51744,55404,192241,227217,502281,284660,356138,1701351,https://letterboxd.com/film/challengers/,https://letterboxd.com/films/ajax/popular/this/year/
Gladiator II,2024,Ridley Scott,"['Paul Mescal', 'Denzel Washington', 'Pedro Pascal', 'Connie Nielsen', 'Joseph Quinn', 'Fred Hechinger', 'Lior Raz', 'Derek Jacobi', 'Peter Mensah', 'Matt Lucas', 'Alexander Karim', 'Yuval Gonen', 'Richard McCabe', 'Tim McInnerny', 'Alec Utgoff', 'Rory McCann', 'Yann Gael', 'Riana Duce', 'Alfie Tempest', 'Amira Ghazalla', 'Abdelmoula Ait Sidi Lhassan', 'Mouaiz El Outmany', 'Brahim Assagour', 'Alexander Simkin', 'Richard Katz', 'David Ganly', 'Anton Saliba', 'Amal Ayouch', 'Hadrian Howard', 'Chidi Ajufo', 'Lee Charles', 'Christopher Edward Hallaways', 'Chi Lewis-Parry', 'Ángel Gómez De La Torre', 'Brahim Ait Ben Azzouz', 'Maxime Rauf Ruijselaar', 'Sana El Baghdady', 'Nadia El Masnaoui', 'Nisrine Machat', 'Maud Oulhen', 'Estelle Courret', 'Line Ancel', 'Sixtine Gignoux', 'Igor Badnjar', 'Romi Debart', 'Arnaud Préchac', 'Tom Moutchi', 'Dean Fagan', 'May Calamawy']",3.33,nan,"['Drama', 'Action', 'Adventure']",148,['USA'],English,['English'],"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.","['Paramount Pictures', 'Scott Free Productions', 'Lucy Fisher/Douglas Wick Productions']",876333,137592,217863,1500,3641,9408,11021,47156,67321,176545,183194,187373,48009,48611,782279,https://letterboxd.com/film/gladiator-ii/,https://letterboxd.com/films/ajax/popular/this/year/
Mufasa: The Lion King,2024,Barry Jenkins,"['Aaron Pierre', 'Kelvin Harrison Jr.', 'Tiffany Boone', 'Kagiso Lediga', 'Preston Nyman', 'Blue Ivy Carter', 'John Kani', 'Mads Mikkelsen', 'Seth Rogen', 'Billy Eichner', 'Thandiwe Newton', 'Lennie James', 'Anika Noni Rose', 'Keith David', 'Braelyn Rankins', 'Theo Somolu', 'Donald Glover', 'Beyoncé', 'Folake Olowofoyeku', 'Joanna Jones', 'Thuso Mbedu', 'Sheila Atim', 'Abdul Salis', 'Dominique Jennings', 'Derrick L. McMillon', 'Maestro Harrell', 'AJ Beckles', 'David S. Lee', 'Brielle Rankins']",2.9,nan,"['Family', 'Adventure', 'Animation']",118,['USA'],English,['English'],"Told in flashbacks, Mufasa is an orphaned cub, lost and alone until he meets a sympathetic lion named Taka—the heir to a royal bloodline. The chance meeting sets in motion a journey of misfits searching for their destiny and working together to evade a threatening and deadly foe.",['Walt Disney Pictures'],172570,28738,37593,203,1855,3919,5082,15923,20099,39987,25655,24560,5985,12115,155180,https://letterboxd.com/film/mufasa-the-lion-king/,https://letterboxd.com/films/ajax/popular/this/year/
Interstellar,2014,Christopher Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Michael Caine', 'Jessica Chastain', 'Casey Affleck', 'Wes Bentley', 'Topher Grace', 'Mackenzie Foy', 'Ellen Burstyn', 'John Lithgow', 'Bill Irwin', 'David Gyasi', 'Timothée Chalamet', 'Matt Damon', 'Josh Stewart', 'Leah Cairns', 'Liam Dickinson', 'Francis X. McCarthy', 'William Devane', 'Andrew Borba', 'Elyes Gabel', 'David Oyelowo', 'Collette Wolfe', 'Jeff Hephner', 'Russ Fega', 'Lena Georgas', 'Brooke Smith', 'Flora Nolan', 'Griffen Fraser', 'Kristian Van der Heyden', 'William Patrick Brown', 'Benjamin Hardy', 'Joseph Oliveira', 'Alexander Michael Helisek', 'Ryan Irving']",4.39,nan,"['Science Fiction', 'Drama', 'Adventure']",169,"['UK', 'USA']",English,['English'],The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']",4437457,556666,2096148,273000,4997,12793,6552,42729,33719,187927,183967,647740,458802,1612314,3191540,https://letterboxd.com/film/interstellar/,https://letterboxd.com/films/ajax/popular/this/year/
Heretic,2024,"Scott Beck, Bryan Woods","['Hugh Grant', 'Sophie Thatcher', 'Chloe East', 'Topher Grace', 'Elle Young', 'Julie Lynn-Mortensen', 'Haylie Hansen', 'Elle McKinnon', 'Hanna Huffman', 'Anesha Bailey', 'Miguel Castillo', 'Stephanie Lavigne', 'Wendy Gorling', 'River Codack', 'Carolyn Adair']",3.39,nan,"['Thriller', 'Horror']",111,['USA'],English,"['English', 'Danish']","Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.","['A24', 'Beck/Woods', 'Shiny Penny Productions', 'CatchLight Studios']",474640,98064,123409,868,1258,3465,4186,18943,31445,93726,111114,110197,25720,21287,421341,https://letterboxd.com/film/heretic-2024/,https://letterboxd.com/films/ajax/popular/this/year/
Emilia Pérez,2024,Jacques Audiard,"['Karla Sofía Gascón', 'Zoe Saldaña', 'Selena Gomez', 'Adriana Paz', 'Edgar Ramírez', 'Mark Ivanir', 'Eduardo Aladro', 'Emiliano Hasan', 'Gaël Murgia-Fur', 'Tirso Pietriga', 'Xiomara Ahumada Quito', 'Magali Brito', 'Jarib dit Javier Zagoya Montiel', 'Sébastien Fruit', 'Alejandra Reyes', 'Anabel Lopez', 'Daniel Velasco-Acosta', 'James Gerard', 'Braulio Gómez Bernal', 'Stéphane Ly-Cuong', 'Tulika Srivastava', 'Johanna Rebolledo Marin', 'Alejandra Díaz Ambrosi', 'Karla Lazo', 'Gabriela Ceceña', 'Lucile Chriqui', 'Sarah Gfeller', 'Luis Gabriel Gonzalez', 'Loïc Percheron Lazo', 'Rosario Zamora', 'Nathalia Saucedo', 'Monica Ortiz', 'Marysol Cordourier', 'Alonso Venegas-Flores', 'Ana Laura Fortuit', 'Jonas Paz-Benavides', 'Tiphanie Ham', 'Benjamin Díaz Espinoza', 'Holly-Rose Clegg', 'Kalvin Winson', 'Lou Justine Moua Nédellec', 'Michaël Charny', 'Mohammed Ali Ismail', 'Katie Valentine', 'Zelda Rittner', 'Eric Geynes', 'Silvia Herraiz', 'Ángel Romero', 'Eduardo Lubo', 'Manuel Sol Mateo', 'Théo Guarin', 'Lucas Varoclier', 'Agathe Bokja', 'Chun-Ting Lin', 'Line Phé', 'Shuuko Calderón', 'Paul Kai Te']",2.75,nan,"['Thriller', 'Drama']",132,"['Belgium', 'France', 'USA', 'Mexico']",Spanish,"['Spanish', 'English', 'French']","Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.","['Why Not Productions', 'Pathé', 'France 2 Cinéma', 'Page 114', 'Saint Laurent Productions', 'Saint Laurent', 'Library Pictures International', 'Logical Content Ventures', 'Les Films du Fleuve', 'The Veterans', 'Vixens', 'Casa Kafka Pictures', 'Pimienta Films']",197731,57241,36167,368,14887,11625,9413,17745,17294,25939,24484,27944,10025,9947,169303,https://letterboxd.com/film/emilia-perez/,https://letterboxd.com/films/ajax/popular/this/year/
Nosferatu,1922,F. W. Murnau,"['Max Schreck', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff', 'Gustav Botz', 'Alexander Granach', 'John Gottowt', 'Max Nemetz', 'Wolfgang Heinz', 'Albert Venohr', 'Eric van Viele', 'Karl Etlinger', 'Guido Herzfeld', 'Hans Lanser-Rudolf', 'Loni Nest', 'Josef Sareny', 'Fanny Schreck', 'Hardy von Francois', 'Heinrich Witte']",3.85,nan,['Horror'],95,['Germany'],No spoken language,['No spoken language'],"The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger. Meanwhile Orlok's servant, Knock, prepares for his master to arrive at his new home.",['Prana-Film'],441605,141654,126829,2600,627,1563,1481,6746,9597,42367,49513,97995,29372,47411,286672,https://letterboxd.com/film/nosferatu/,https://letterboxd.com/films/ajax/popular/this/year/
Se7en,1995,David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'Kevin Spacey', 'John Cassini', 'R. Lee Ermey', 'John C. McGinley', 'Peter Crombie', 'Reg E. Cathey', 'Daniel Zacapa', 'Andrew Kevin Walker', 'George Christy', 'Endre Hules', 'Hawthorne James', 'Bob Mack', 'William Davidson', 'Bob Collins', 'Jimmy Dale Hartsell', 'Richard Roundtree', 'Charline Su', 'Dominique Jennings', 'Allan Kolman', 'Beverly Burke', 'Gene Borkan', 'Julie Araskog', 'Mario Di Donato', 'Alfonso Freeman', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Richard Portnow', 'Tudor Sherrard', 'Mark Boone Junior', 'Pamala Tyson', 'Lennie Loftin', 'Sarah Reinhardt', 'Emily Wagner', 'Martin Serene', 'Michael Massee', 'David Correia', 'Ron Blair', 'Jennifer Mueller', 'Leland Orser', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Harris Savides', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'Shannon Wilcox', 'Richard Schiff', 'James Deeth', 'John Santin', 'Charles A. Tamburro', 'Richmond Arquette', 'Duffy Gaver', 'Charles S. Dutton', 'Arthur Max']",4.34,nan,"['Crime', 'Mystery', 'Thriller']",127,['USA'],English,['English'],"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",2928694,391018,1159968,66000,1177,3288,2196,13942,15788,110657,160706,597384,411868,707272,2024278,https://letterboxd.com/film/se7en/,https://letterboxd.com/films/ajax/popular/this/year/
Flow,2024,Gints Zilbalodis,nan,4.06,nan,"['Adventure', 'Fantasy', 'Animation']",85,"['Belgium', 'France', 'Latvia']",No spoken language,['No spoken language'],"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.","['Dream Well Studio', 'Sacrebleu Productions', 'Take Five', 'ARTE France Cinéma', 'RTBF']",119311,43223,53325,1000,76,232,230,1038,1880,8234,15991,37785,17189,21462,104117,https://letterboxd.com/film/flow-2024/,https://letterboxd.com/films/ajax/popular/this/year/
Cunk on Life,2024,Al Campbell,"['Diane Morgan', 'Douglas Hedley', 'Rupert Sheldrake', 'Alison Wright', 'Celia Deane-Drummond', 'Paul Nurse', 'Jim Al-Khalili', 'Joyce Harper', 'Prokar Dasgupta', 'Anil Seth', 'Ruth Adams', 'Joanna Woodall', 'Gregory Dart', 'Stephen Case', 'Ruth Chang', 'Peter Kail', 'Richard Thomson', 'Brian Cox', 'Michelle Greenidge', 'Charles Aitken', 'Genevieve Gaunt', 'Kat Kumar', 'Jerry Wilder', 'Atlanta Johnson', 'Rory Bray', 'Eleanor Seeley', 'Greg Lockett', 'Charlie Brooker']",3.84,nan,"['Documentary', 'Comedy']",70,['UK'],English,['English'],"Pioneering documentary maker Philomena Cunk returns with her most ambitious quest to date: venturing right up the universe and everything to examine life and existence in an attempt to find out the point of it all. Along the way, she interrogates experts on subjects from the big bang to biology and art to artificial intelligence. Really get to the nub of it.","['Broke and Bones', 'BBC']",32177,2656,11970,47,29,60,71,365,609,2995,4621,8952,2307,4581,24590,https://letterboxd.com/film/cunk-on-life/,https://letterboxd.com/films/ajax/popular/this/year/
La La Land,2016,Damien Chazelle,"['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiée Conn', 'Terry Walters', 'Thom Shelton', 'Cinda Adams', 'Callie Hernandez', 'Jessica Rothe', 'Sonoya Mizuno', 'Claudine Claudio', 'Jason Fuchs', 'D.A. Wallach', 'Trevor Lissauer', 'Olivia Hamilton', 'Anna Chazelle', 'Marius de Vries', 'Finn Wittrock', 'Josh Pence', 'Nicole Coulon', 'Damon Gupton', 'Christopher Michael Stevens', 'Keith Harris', 'Kaveh Rastegar', 'David Douglas', 'Miles Anderson', 'Bobo Chang', 'Meagen Fay', 'John Hindman', 'Valarie Rae Miller', 'Nicole Wolf', 'Corrin Evans', 'Kiff VandenHeuvel', 'Tom Everett Scott', 'Hemky Madera', 'Zoë Hall', 'Dempsey Pappion', ""Clifton 'Fou Fou' Eddie"", 'Cal Bennett', 'Nedra Wheeler', 'Javier Gonzalez', 'Khirye Tyler', 'Briana Lee', 'Shaylah J. Stevens', 'Natalie Imani', 'Camryn Ray Cavaliero', 'Sandra Rosko', 'Arthur Horowitz', 'Reshma Gajjar', 'Candice Coke', 'Hunter Hamilton', 'Damian Gomez', 'Amanda Balen', 'Lou Becker', 'Dominic Chaiduang', 'Cindera Che', 'Chris Moss', 'Marissa Labog', 'Tiffany Daniels', 'Melinda Sullivan', 'Stephanie Landwehr', 'Britt Stewart', 'Clarice Ordaz', 'Nathan Prevost', 'Mecca Vazie Andrews', 'Scott Hislop', 'KC Monnie', 'Krystal Ellsworth', 'Sarah Mitchell', 'Khasan Brailsford', 'Morgan Larson', 'Becca Sweitzer', 'Gakenia Muigai', 'Michael Stein', 'Mario Diaz', 'Julie Schmid', 'Samantha Abrantes', 'Lexie Contursi', 'Eartha Robinson', 'Sybil Azur', 'Tara Nicole Hughes', 'Kayla Kalbfleisch', 'Martha Nichols', 'Anthony Marciona', 'Bill Prudich', 'Robert Roldan', 'Ryan Novak', 'Demian Boergadine', 'Gustavo Vargas', 'Robert Haynes', 'Doran Butler', 'Matt Cady', 'Carol Connors', 'Patrick Cook', ""Aaron 'Deuce' Cooke"", 'Bubba Dean Rambo', 'Nick Drago', 'Shaun Evaristo', 'Dana Fukagawa', 'Daniel Gaymon', 'Liz Imperio', 'Casey Johansen', 'Cris Judd', 'Yoori Kim', 'Bradley M. Rapier', 'Dana Wilson', 'Terrance Yates', 'Tracy Shibata', 'Dominique Domingo', 'Asiel Hardison', 'Corey Anderson', 'Nick Baga', 'Leah Adler', 'Noel Bajandas', 'Denzel Chisolm', 'Montana Efaw', 'Natalie Gilmore', 'Shannon Holtzapffel', 'Galen Hooks', 'Jeremy Hudson', 'George Lawrence Jr.', 'Scott Myrick', 'Cassidy Noblett', 'Brittany Parks', 'Víctor Rojas', 'Tony Bellissimo', 'Ryan Ramirez', 'Catalina Cat Rendic', 'Bryan Tanaka', 'Ava Bernstine-Mitchell', 'Quinn Lipton', 'Monie Adamson', 'Matthew Aylward', 'McKenzie Anderson', 'Pamela Chu', 'Mallauri Esquibel', 'Michael Higgins', 'Chris Jarosz', 'Matthew Kazmierczak', 'Paul Kirkland', 'Megan Lawson', 'Michael Munday', ""Brandon O'Neal"", 'Chelsea Thedinga', 'Danny Valle', 'Emily Williams', 'Tommy Cooley', 'Kristin Slaysman', 'Ana Flavia Gavlak', 'Noah James', 'Ottavio Taddei', 'Destinee Handly', 'Steffen Dziczek', 'Vince Donvito', 'Patty Tobin', 'Crystal Nichol', 'Kaye L. Morris', 'Trent Kerpsack', 'Holly Houk', 'Andrea Lareo', 'April Martucci', 'Heather Turman', 'Jenna Curtis', 'Jordan Ray Fox', 'Anna Lunberry', 'Christopher Aber', 'Margaret Newborn', 'C.J. Stussi', 'Cameron Brinkman', 'Kristin Elliott', 'Lynn Moore', 'Nilla Elizabeth Watkins', 'Andres Perez-Molina', 'Shannon Leann', 'Milica Govich', 'Frederick Keeve', 'Amanda Fields']",4.11,nan,"['Drama', 'Comedy', 'Music', 'Romance']",129,"['USA', 'Hong Kong']",English,['English'],"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","['Summit Entertainment', 'Black Label Media', 'Gilbert Films', 'Impostor Pictures', 'Marc Platt Productions', 'TIK Films', 'Lionsgate']",3999084,570566,1801996,259000,13102,40549,13822,97582,56071,289331,222760,685149,364897,1124261,2907524,https://letterboxd.com/film/la-la-land/,https://letterboxd.com/films/ajax/popular/this/year/
The Holdovers,2023,Alexander Payne,"['Paul Giamatti', 'Dominic Sessa', ""Da'Vine Joy Randolph"", 'Carrie Preston', 'Brady Hepner', 'Ian Dolley', 'Jim Kaplan', 'Michael Provost', 'Andrew Garman', 'Naheem Garcia', 'Stephen Thorne', 'Gillian Vigman', 'Tate Donovan', 'Darby Lee-Stack', 'Bill Mootos', 'Dustin Tucker', 'Juanita Pearl', 'Alexander Cook', 'Liz Bishop', 'Cole Tristan Murphy', 'Will Sussbauer', 'Carter Shimp', 'Michael Malvesti', 'Dakota Lustick', 'Melissa McMeekin', 'Jonathan von Mering', 'Rena Maliszewski', 'Osmani Rodriguez', 'Oscar Wahlberg', 'Dan Aid', 'Mike Kaz', 'Kelly AuCoin', 'Colleen Clinton', 'Fred Robbins', 'David J. Curtis', 'Pamela Jayne Morgan', 'Davis Robinson', 'Joe Howell', 'Peter Krasinski', 'Greg Chopoorian', 'Ian Lyons', 'Kevin Fennessy', 'Kevin Daigneault', 'Bhanu Gopal']",4.24,nan,"['Comedy', 'Drama']",133,['USA'],English,['English'],"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.","['Miramax', 'Gran Via Productions']",1249563,331169,545684,25000,571,1552,1245,7031,10848,57690,112429,354291,256719,278478,1080854,https://letterboxd.com/film/the-holdovers/,https://letterboxd.com/films/ajax/popular/this/year/
Squid Game,2021,Hwang Dong-hyuk,"['Lee Jung-jae', 'Lee Byung-hun', 'Yim Si-wan', 'Wi Ha-jun', 'Kang Ha-neul', 'Park Gyu-young', 'Lee Jin-uk', 'Park Sung-hoon', 'Yang Dong-geun', 'Kang Ae-sim', 'Jo Yu-ri']",3.73,nan,"['Drama', 'Mystery']",495,['South Korea'],Korean,"['Korean', 'English', 'Urdu']","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.","['Siren Pictures', 'Firstman Studio']",1330114,45207,301457,760,4893,9557,6632,29040,32521,126411,139169,260811,89222,116264,814520,https://letterboxd.com/film/squid-game/,https://letterboxd.com/films/ajax/popular/this/year/
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']",4.25,nan,"['Science Fiction', 'Romance', 'Drama']",108,['USA'],English,['English'],"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","['Focus Features', 'Anonymous Content', 'This is that']",2997365,450383,1310925,149000,2985,8941,4955,31749,27446,157151,178231,572864,333732,775411,2093465,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/,https://letterboxd.com/films/ajax/popular/this/year/
